Rk,Player,PTS,Date,Age,Team,,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.,Player-additional
14699,Chet Holmgren,4,2023-12-06,21-219,OKC,@,HOU,L 101-110,*,26,2,9,0.222,2,5,0.4,0,4,,,,,,,,,,,,,,,,,,,
14700,Chet Holmgren,4,2024-01-29,21-273,OKC,,MIN,L 101-107,*,32,2,9,0.222,2,7,0.286,0,2,,,,,,,,,,,,,,,,,,,
14701,Jalen Hood-Schifino,4,2024-01-21,20-216,LAL,,POR,W 134-110,,6,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,
14702,Jalen Hood-Schifino,4,2024-02-22,20-248,LAL,@,GSW,L 110-128,,6,1,3,0.333,0,1,0,1,2,,,,,,,,,,,,,,,,,,,
14703,Al Horford,4,2024-02-11,37-253,BOS,@,MIA,W 110-106,,25,1,5,0.2,1,3,0.333,0,2,,,,,,,,,,,,,,,,,,,
14704,Talen Horton-Tucker,4,2023-10-28,22-337,UTA,@,PHO,L 104-126,*,16,1,7,0.143,1,4,0.25,0,3,,,,,,,,,,,,,,,,,,,
14705,Talen Horton-Tucker,4,2023-11-14,22-354,UTA,,POR,W 115-99,,21,2,5,0.4,2,4,0.5,0,1,,,,,,,,,,,,,,,,,,,
14706,Danuel House Jr.,4,2023-11-12,30-158,PHI,,IND,W 137-126,,16,1,1,1,0,0,,1,1,,,,,,,,,,,,,,,,,,,
14707,Danuel House Jr.,4,2024-01-12,30-219,PHI,,SAC,W 112-93,,14,1,2,0.5,1,1,1,0,1,,,,,,,,,,,,,,,,,,,
14708,Danuel House Jr.,4,2024-02-05,30-243,PHI,,DAL,L 102-118,*,12,1,4,0.25,1,2,0.5,0,2,,,,,,,,,,,,,,,,,,,
14709,Kevin Huerter,4,2023-11-04,25-069,SAC,@,HOU,L 89-107,*,16,2,8,0.25,2,5,0.4,0,3,,,,,,,,,,,,,,,,,,,
14710,Kevin Huerter,4,2023-12-14,25-109,SAC,,OKC,W 128-123,*,20,2,8,0.25,2,5,0.4,0,3,,,,,,,,,,,,,,,,,,,
14711,Kevin Huerter,4,2024-01-02,25-128,SAC,,CHO,L 104-111,,12,1,4,0.25,1,2,0.5,0,2,,,,,,,,,,,,,,,,,,,
14712,Kevin Huerter,4,2024-01-09,25-135,SAC,@,DET,W 131-110,*,29,2,11,0.182,2,5,0.4,0,6,,,,,,,,,,,,,,,,,,,
14713,Kevin Huerter,4,2024-02-11,25-168,SAC,@,OKC,L 113-127,*,17,2,7,0.286,2,4,0.5,0,3,,,,,,,,,,,,,,,,,,,
14714,Kevin Huerter,4,2024-02-28,25-185,SAC,@,DEN,L 96-117,*,18,2,5,0.4,2,3,0.667,0,2,,,,,,,,,,,,,,,,,,,
14715,De'Andre Hunter,4,2023-11-04,25-337,ATL,@,NOP,W 123-105,*,30,1,3,0.333,0,1,0,1,2,,,,,,,,,,,,,,,,,,,
14716,Bones Hyland,4,2023-11-01,23-048,LAC,@,LAL,L 125-130 (OT),*,34,2,7,0.286,2,4,0.5,0,3,,,,,,,,,,,,,,,,,,,
14717,Bones Hyland,4,2023-11-08,23-055,LAC,@,BRK,L 93-100,,6,2,6,0.333,2,4,0.5,0,2,,,,,,,,,,,,,,,,,,,
14718,Joe Ingles,4,2023-11-02,36-031,ORL,@,UTA,W 115-113,,24,1,5,0.2,0,1,0,1,4,,,,,,,,,,,,,,,,,,,
14719,Jonathan Isaac,4,2023-11-15,26-043,ORL,@,CHI,W 96-94,,17,1,4,0.25,1,3,0.333,0,1,,,,,,,,,,,,,,,,,,,
14720,Jonathan Isaac,4,2023-12-21,26-079,ORL,@,MIL,L 114-118,,14,2,7,0.286,2,7,0.286,0,0,,,,,,,,,,,,,,,,,,,
14721,Jonathan Isaac,4,2023-12-23,26-081,ORL,@,IND,W 117-110,,12,2,3,0.667,2,2,1,0,1,,,,,,,,,,,,,,,,,,,
14722,Jaden Ivey,4,2023-10-25,21-254,DET,@,MIA,L 102-103,,17,1,7,0.143,1,5,0.2,0,2,,,,,,,,,,,,,,,,,,,
14723,Andre Jackson Jr.,4,2023-11-11,21-363,MIL,@,ORL,L 97-112,,14,2,3,0.667,2,2,1,0,1,,,,,,,,,,,,,,,,,,,
14724,Andre Jackson Jr.,4,2023-11-30,22-017,MIL,@,CHI,L 113-120 (OT),,12,2,3,0.667,2,2,1,0,1,,,,,,,,,,,,,,,,,,,
14725,GG Jackson II,4,2024-01-12,19-026,MEM,,LAC,L 119-128,,9,1,5,0.2,1,4,0.25,0,1,,,,,,,,,,,,,,,,,,,
14726,Isaiah Jackson,4,2023-10-25,21-288,IND,,WAS,W 143-120,,11,2,4,0.5,2,4,0.5,0,0,,,,,,,,,,,,,,,,,,,
14727,Isaiah Jackson,4,2024-01-06,21-361,IND,,BOS,L 101-118,,9,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14728,Isaiah Jackson,4,2024-02-06,22-027,IND,,HOU,W 132-129,,2,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14729,Isaiah Jackson,4,2024-02-08,22-029,IND,,GSW,L 109-131,,11,1,2,0.5,1,2,0.5,0,0,,,,,,,,,,,,,,,,,,,
14730,Isaiah Jackson,4,2024-02-12,22-033,IND,@,CHO,L 102-111,,17,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14731,Isaiah Jackson,4,2024-03-07,22-057,IND,,MIN,L 111-113,,7,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,
14732,Jaren Jackson Jr.,4,2023-12-01,24-077,MEM,@,DAL,W 108-94,*,14,2,8,0.25,2,5,0.4,0,3,,,,,,,,,,,,,,,,,,,
14733,Reggie Jackson,4,2023-10-30,33-197,DEN,,UTA,W 110-102,,19,2,6,0.333,2,3,0.667,0,3,,,,,,,,,,,,,,,,,,,
14734,Reggie Jackson,4,2024-01-19,33-278,DEN,@,BOS,W 102-100,,21,2,4,0.5,2,2,1,0,2,,,,,,,,,,,,,,,,,,,
14735,Reggie Jackson,4,2024-03-07,33-326,DEN,,BOS,W 115-109,,11,2,7,0.286,2,6,0.333,0,1,,,,,,,,,,,,,,,,,,,
14736,Trayce Jackson-Davis,4,2024-01-04,23-316,GSW,,DEN,L 127-130,,21,2,4,0.5,2,4,0.5,0,0,,,,,,,,,,,,,,,,,,,
14737,Trayce Jackson-Davis,4,2024-01-24,23-336,GSW,,ATL,W 134-112,,15,2,4,0.5,2,4,0.5,0,0,,,,,,,,,,,,,,,,,,,
14738,Trayce Jackson-Davis,4,2024-01-27,23-339,GSW,,LAL,L 144-145 (2OT),,6,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14739,Trayce Jackson-Davis,4,2024-02-15,23-358,GSW,@,UTA,W 140-137,,8,1,2,0.5,1,2,0.5,0,0,,,,,,,,,,,,,,,,,,,
14740,DaQuan Jeffries,4,2023-12-20,26-112,NYK,@,BRK,W 121-102,,3,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14741,Isaiah Joe,4,2024-01-15,24-197,OKC,@,LAL,L 105-112,,20,2,10,0.2,2,4,0.5,0,6,,,,,,,,,,,,,,,,,,,
14742,Isaiah Joe,4,2024-01-28,24-210,OKC,@,DET,L 104-120,,11,2,4,0.5,2,2,1,0,2,,,,,,,,,,,,,,,,,,,
14743,Cameron Johnson,4,2024-02-14,27-348,BRK,@,BOS,L 86-136,,18,1,5,0.2,0,2,0,1,3,,,,,,,,,,,,,,,,,,,
14744,Keon Johnson,4,2024-02-27,21-354,BRK,@,ORL,L 81-108,,4,1,3,0.333,1,2,0.5,0,1,,,,,,,,,,,,,,,,,,,
14745,Keyontae Johnson,4,2024-01-11,23-232,OKC,,POR,W 139-77,,18,2,5,0.4,2,4,0.5,0,1,,,,,,,,,,,,,,,,,,,
14746,Nikola Jokić,4,2023-12-12,28-296,DEN,@,CHI,W 114-106,*,16,2,5,0.4,2,5,0.4,0,0,,,,,,,,,,,,,,,,,,,
14747,Nikola Jokić,4,2024-01-07,28-322,DEN,,DET,W 131-114,*,25,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14748,Colby Jones,4,2023-11-01,21-157,SAC,@,GSW,L 101-102,,17,2,4,0.5,2,4,0.5,0,0,,,,,,,,,,,,,,,,,,,
14749,Colby Jones,4,2024-01-07,21-224,SAC,,NOP,L 100-133,,10,2,5,0.4,2,3,0.667,0,2,,,,,,,,,,,,,,,,,,,
14750,Damian Jones,4,2023-10-25,28-117,CLE,@,BRK,W 114-113,,11,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14751,Damian Jones,4,2024-01-03,28-187,CLE,,WAS,W 140-101,,6,2,3,0.667,2,2,1,0,1,,,,,,,,,,,,,,,,,,,
14752,Damian Jones,4,2024-01-26,28-210,CLE,@,MIL,W 112-100,,12,1,3,0.333,1,2,0.5,0,1,,,,,,,,,,,,,,,,,,,
14753,Derrick Jones Jr.,4,2023-10-27,26-254,DAL,,BRK,W 125-120,*,14,2,5,0.4,2,3,0.667,0,2,,,,,,,,,,,,,,,,,,,
14754,Derrick Jones Jr.,4,2023-11-25,26-283,DAL,@,LAC,L 88-107,*,20,1,5,0.2,0,2,0,1,3,,,,,,,,,,,,,,,,,,,
14755,Derrick Jones Jr.,4,2024-02-22,27-007,DAL,,PHO,W 123-113,,18,1,3,0.333,0,1,0,1,2,,,,,,,,,,,,,,,,,,,
14756,Herbert Jones,4,2023-10-30,25-024,NOP,,GSW,L 102-130,*,22,1,5,0.2,1,1,1,0,4,,,,,,,,,,,,,,,,,,,
14757,Herbert Jones,4,2023-11-06,25-031,NOP,@,DEN,L 116-134,*,31,1,3,0.333,1,1,1,0,2,,,,,,,,,,,,,,,,,,,
14758,Herbert Jones,4,2023-12-26,25-081,NOP,,MEM,L 115-116 (OT),*,32,2,8,0.25,2,4,0.5,0,4,,,,,,,,,,,,,,,,,,,
14759,Herbert Jones,4,2024-03-08,25-154,NOP,@,PHI,W 103-95,*,31,1,4,0.25,0,1,0,1,3,,,,,,,,,,,,,,,,,,,
14760,Tre Jones,4,2023-11-06,23-302,SAS,@,IND,L 111-152,,19,1,5,0.2,1,3,0.333,0,2,,,,,,,,,,,,,,,,,,,
14761,Tre Jones,4,2023-11-22,23-318,SAS,,LAC,L 102-109,,20,2,7,0.286,2,5,0.4,0,2,,,,,,,,,,,,,,,,,,,
14762,Tre Jones,4,2023-12-06,23-332,SAS,@,MIN,L 94-102,,26,2,8,0.25,2,5,0.4,0,3,,,,,,,,,,,,,,,,,,,
14763,Tre Jones,4,2023-12-17,23-343,SAS,,NOP,L 110-146,,16,2,5,0.4,2,3,0.667,0,2,,,,,,,,,,,,,,,,,,,
14764,Tre Jones,4,2024-02-14,24-037,SAS,@,DAL,L 93-116,*,20,2,8,0.25,2,4,0.5,0,4,,,,,,,,,,,,,,,,,,,
14765,Tre Jones,4,2024-03-05,24-057,SAS,@,HOU,L 101-114,*,21,2,7,0.286,2,4,0.5,0,3,,,,,,,,,,,,,,,,,,,
14766,Tyus Jones,4,2023-11-25,27-199,WAS,,ATL,L 108-136,*,24,2,6,0.333,2,3,0.667,0,3,,,,,,,,,,,,,,,,,,,
14767,Tyus Jones,4,2024-01-31,27-266,WAS,,LAC,L 109-125,*,29,2,9,0.222,2,6,0.333,0,3,,,,,,,,,,,,,,,,,,,
14768,DeAndre Jordan,4,2023-12-02,35-134,DEN,@,SAC,L 117-123,,10,2,6,0.333,2,6,0.333,0,0,,,,,,,,,,,,,,,,,,,
14769,DeAndre Jordan,4,2023-12-06,35-138,DEN,@,LAC,L 102-111,,11,2,6,0.333,2,6,0.333,0,0,,,,,,,,,,,,,,,,,,,
14770,DeAndre Jordan,4,2023-12-28,35-160,DEN,,MEM,W 142-105,,13,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14771,DeAndre Jordan,4,2024-01-16,35-179,DEN,@,PHI,L 121-126,,10,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14772,DeAndre Jordan,4,2024-02-04,35-198,DEN,,POR,W 112-103,,8,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14773,Cory Joseph,4,2023-11-28,32-100,GSW,@,SAC,L 123-124,,8,1,2,0.5,1,2,0.5,0,0,,,,,,,,,,,,,,,,,,,
14774,Cory Joseph,4,2023-12-19,32-121,GSW,,BOS,W 132-126 (OT),,6,2,3,0.667,2,2,1,0,1,,,,,,,,,,,,,,,,,,,
14775,Nikola Jović,4,2024-01-12,20-217,MIA,,ORL,W 99-96,*,25,1,8,0.125,0,4,0,1,4,,,,,,,,,,,,,,,,,,,
14776,Nikola Jović,4,2024-03-07,20-272,MIA,@,DAL,L 108-114,*,16,2,6,0.333,2,3,0.667,0,3,,,,,,,,,,,,,,,,,,,
14777,Walker Kessler,4,2023-11-01,22-098,UTA,,MEM,W 133-109,*,18,1,4,0.25,1,4,0.25,0,0,,,,,,,,,,,,,,,,,,,
14778,Walker Kessler,4,2023-11-02,22-099,UTA,,ORL,L 113-115,*,25,2,6,0.333,2,6,0.333,0,0,,,,,,,,,,,,,,,,,,,
14779,Walker Kessler,4,2023-11-04,22-101,UTA,@,MIN,L 95-123,*,22,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14780,Walker Kessler,4,2023-12-21,22-148,UTA,@,DET,W 119-111,,20,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14781,Walker Kessler,4,2024-01-05,22-163,UTA,@,BOS,L 97-126,,14,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14782,Walker Kessler,4,2024-01-13,22-171,UTA,,LAL,W 132-125,,14,2,4,0.5,2,4,0.5,0,0,,,,,,,,,,,,,,,,,,,
14783,Walker Kessler,4,2024-01-15,22-173,UTA,,IND,W 132-105,,25,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14784,Walker Kessler,4,2024-01-25,22-183,UTA,@,WAS,W 123-108,,15,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14785,Walker Kessler,4,2024-02-06,22-195,UTA,,OKC,W 124-117,,21,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14786,Walker Kessler,4,2024-02-15,22-204,UTA,,GSW,L 137-140,*,25,1,2,0.5,1,1,1,0,1,,,,,,,,,,,,,,,,,,,
14787,Maxi Kleber,4,2023-11-08,31-283,DAL,,TOR,L 116-127,,15,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,
14788,Maxi Kleber,4,2024-01-15,31-351,DAL,,NOP,W 125-120,*,19,1,3,0.333,1,1,1,0,2,,,,,,,,,,,,,,,,,,,
14789,Maxi Kleber,4,2024-02-27,32-029,DAL,@,CLE,L 119-121,,27,1,3,0.333,0,1,0,1,2,,,,,,,,,,,,,,,,,,,
14790,Kevin Knox,4,2024-01-03,24-145,DET,@,UTA,L 148-154 (OT),,13,2,5,0.4,2,3,0.667,0,2,,,,,,,,,,,,,,,,,,,
14791,Kevin Knox,4,2024-01-22,24-164,DET,,MIL,L 113-122,*,9,2,3,0.667,2,2,1,0,1,,,,,,,,,,,,,,,,,,,
14792,Kevin Knox,4,2024-01-27,24-169,DET,,WAS,L 104-118,,11,1,3,0.333,1,1,1,0,2,,,,,,,,,,,,,,,,,,,
14793,John Konchar,4,2024-01-09,27-293,MEM,@,DAL,W 120-103,,25,1,3,0.333,1,1,1,0,2,,,,,,,,,,,,,,,,,,,
14794,John Konchar,4,2024-02-08,27-323,MEM,,CHI,L 110-118,*,30,2,5,0.4,2,2,1,0,3,,,,,,,,,,,,,,,,,,,
14795,Furkan Korkmaz,4,2023-10-29,26-097,PHI,,POR,W 126-98,,3,1,1,1,0,0,,1,1,,,,,,,,,,,,,,,,,,,
14796,Luke Kornet,4,2023-11-20,28-128,BOS,@,CHO,L 118-121 (OT),,19,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14797,Luke Kornet,4,2023-11-26,28-134,BOS,,ATL,W 113-103,,9,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14798,Luke Kornet,4,2023-11-28,28-136,BOS,,CHI,W 124-97,,19,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14799,Luke Kornet,4,2023-12-08,28-146,BOS,,NYK,W 133-123,,11,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14800,Luke Kornet,4,2023-12-12,28-150,BOS,,CLE,W 120-113,,8,1,3,0.333,1,3,0.333,0,0,,,,,,,,,,,,,,,,,,,
14801,Luke Kornet,4,2024-01-06,28-175,BOS,@,IND,W 118-101,,16,1,2,0.5,1,2,0.5,0,0,,,,,,,,,,,,,,,,,,,
14802,Luke Kornet,4,2024-01-15,28-184,BOS,@,TOR,W 105-96,,18,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14803,Luke Kornet,4,2024-01-19,28-188,BOS,,DEN,L 100-102,,8,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14804,Luke Kornet,4,2024-02-07,28-207,BOS,,ATL,W 125-117,,21,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14805,Luke Kornet,4,2024-03-05,28-234,BOS,@,CLE,L 104-105,,16,2,4,0.5,2,4,0.5,0,0,,,,,,,,,,,,,,,,,,,
14806,Jock Landale,4,2023-11-01,28-007,HOU,,CHO,W 128-119,,19,1,7,0.143,1,4,0.25,0,3,,,,,,,,,,,,,,,,,,,
14807,Jock Landale,4,2024-01-15,28-082,HOU,@,PHI,L 115-124,,9,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14808,Jock Landale,4,2024-02-04,28-102,HOU,@,MIN,L 90-111,,7,2,4,0.5,2,4,0.5,0,0,,,,,,,,,,,,,,,,,,,
14809,Jock Landale,4,2024-03-06,28-133,HOU,,LAC,L 116-122,,6,1,2,0.5,1,2,0.5,0,0,,,,,,,,,,,,,,,,,,,
14810,Jake LaRavia,4,2023-11-01,21-363,MEM,@,UTA,L 109-133,,9,2,4,0.5,2,2,1,0,2,,,,,,,,,,,,,,,,,,,
14811,Jake LaRavia,4,2023-12-13,22-040,MEM,@,HOU,L 104-117,,15,2,6,0.333,2,3,0.667,0,3,,,,,,,,,,,,,,,,,,,
14812,A.J. Lawson,4,2023-12-06,23-144,DAL,,UTA,W 147-97,,7,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14813,A.J. Lawson,4,2023-12-11,23-149,DAL,@,MEM,W 120-113,,14,2,7,0.286,2,3,0.667,0,4,,,,,,,,,,,,,,,,,,,
14814,Saben Lee,4,2023-11-05,24-135,PHO,@,DET,W 120-106,,3,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14815,Saben Lee,4,2023-12-08,24-168,PHO,,SAC,L 106-114,,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,
14816,Saben Lee,4,2024-02-29,24-251,PHO,,HOU,W 110-105,,8,1,2,0.5,1,2,0.5,0,0,,,,,,,,,,,,,,,,,,,
14817,Saben Lee,4,2024-03-05,24-256,PHO,@,DEN,W 117-107 (OT),,13,1,3,0.333,1,3,0.333,0,0,,,,,,,,,,,,,,,,,,,
14818,Alex Len,4,2024-01-14,30-212,SAC,@,MIL,L 142-143 (OT),,11,2,4,0.5,2,3,0.667,0,1,,,,,,,,,,,,,,,,,,,
14819,Alex Len,4,2024-02-22,30-251,SAC,,SAS,W 127-122,,14,2,5,0.4,2,5,0.4,0,0,,,,,,,,,,,,,,,,,,,
14820,Alex Len,4,2024-02-28,30-257,SAC,@,DEN,L 96-117,,16,2,4,0.5,2,4,0.5,0,0,,,,,,,,,,,,,,,,,,,
14821,Alex Len,4,2024-03-01,30-259,SAC,@,MIN,W 124-120 (OT),,5,2,4,0.5,2,4,0.5,0,0,,,,,,,,,,,,,,,,,,,
14822,Alex Len,4,2024-03-04,30-262,SAC,,CHI,L 109-113,,10,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14823,Caris LeVert,4,2024-01-17,29-145,CLE,,MIL,W 135-95,,22,1,7,0.143,1,5,0.2,0,2,,,,,,,,,,,,,,,,,,,
14824,Caris LeVert,4,2024-02-07,29-166,CLE,@,WAS,W 114-106,,13,2,7,0.286,2,5,0.4,0,2,,,,,,,,,,,,,,,,,,,
14825,Caris LeVert,4,2024-02-08,29-167,CLE,@,BRK,W 118-95,,23,2,6,0.333,2,4,0.5,0,2,,,,,,,,,,,,,,,,,,,
14826,E.J. Liddell,4,2023-11-08,22-325,NOP,@,MIN,L 101-122,,5,1,3,0.333,1,1,1,0,2,,,,,,,,,,,,,,,,,,,
14827,Nassir Little,4,2023-12-02,23-294,PHO,,MEM,W 116-109,,15,1,5,0.2,1,3,0.333,0,2,,,,,,,,,,,,,,,,,,,
14828,Nassir Little,4,2023-12-19,23-311,PHO,@,POR,L 104-109,*,19,1,2,0.5,0,1,0,1,1,,,,,,,,,,,,,,,,,,,
14829,Dereck Lively II,4,2023-11-03,19-264,DAL,@,DEN,L 114-125,*,25,2,3,0.667,2,2,1,0,1,,,,,,,,,,,,,,,,,,,
14830,Dereck Lively II,4,2023-11-14,19-275,DAL,@,NOP,L 110-131,*,21,1,2,0.5,1,1,1,0,1,,,,,,,,,,,,,,,,,,,
14831,Dereck Lively II,4,2023-12-01,19-292,DAL,,MEM,L 94-108,*,23,2,5,0.4,2,5,0.4,0,0,,,,,,,,,,,,,,,,,,,
14832,Dereck Lively II,4,2023-12-27,19-318,DAL,,CLE,L 110-113,*,25,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14833,Dereck Lively II,4,2024-02-25,20-013,DAL,@,IND,L 111-133,*,14,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14834,Dereck Lively II,4,2024-03-03,20-020,DAL,,PHI,L 116-120,*,18,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14835,Dereck Lively II,4,2024-03-07,20-024,DAL,,MIA,W 114-108,,23,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14836,Kevon Looney,4,2023-11-03,27-270,GSW,@,OKC,W 141-139,*,11,1,2,0.5,1,2,0.5,0,0,,,,,,,,,,,,,,,,,,,
14837,Kevon Looney,4,2023-12-16,27-313,GSW,,BRK,W 124-120,*,27,2,5,0.4,2,5,0.4,0,0,,,,,,,,,,,,,,,,,,,
14838,Kevon Looney,4,2023-12-17,27-314,GSW,@,POR,W 118-114,*,15,2,5,0.4,2,5,0.4,0,0,,,,,,,,,,,,,,,,,,,
14839,Kevon Looney,4,2023-12-25,27-322,GSW,@,DEN,L 114-120,*,22,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14840,Kevon Looney,4,2024-01-05,27-333,GSW,,DET,W 113-109,*,12,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,
14841,Kevon Looney,4,2024-01-25,27-353,GSW,,SAC,L 133-134,*,16,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14842,Kevon Looney,4,2024-02-14,28-008,GSW,,LAC,L 125-130,,11,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,
14843,Kevon Looney,4,2024-02-29,28-023,GSW,@,NYK,W 110-99,,10,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14844,Kevon Looney,4,2024-03-06,28-029,GSW,,MIL,W 125-90,,6,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14845,Brook Lopez,4,2023-11-06,35-219,MIL,@,BRK,W 129-125,*,27,2,6,0.333,2,3,0.667,0,3,,,,,,,,,,,,,,,,,,,
14846,Kevin Love,4,2024-01-29,35-144,MIA,,PHO,L 105-118,,13,0,4,0,0,0,,0,4,,,,,,,,,,,,,,,,,,,
14847,Kyle Lowry,4,2023-12-02,37-252,MIA,,IND,L 129-144,*,29,0,4,0,0,1,0,0,3,,,,,,,,,,,,,,,,,,,
14848,Kyle Lowry,4,2024-01-17,37-298,MIA,@,TOR,L 97-121,*,29,2,9,0.222,2,3,0.667,0,6,,,,,,,,,,,,,,,,,,,
14849,Trey Lyles,4,2024-02-14,28-101,SAC,@,DEN,W 102-98,,12,2,5,0.4,2,2,1,0,3,,,,,,,,,,,,,,,,,,,
14850,Trey Lyles,4,2024-02-22,28-109,SAC,,SAS,W 127-122,,15,1,6,0.167,0,1,0,1,5,,,,,,,,,,,,,,,,,,,
14851,Théo Maledon,4,2023-10-25,22-135,CHO,,ATL,W 116-110,,16,2,5,0.4,2,3,0.667,0,2,,,,,,,,,,,,,,,,,,,
14852,Théo Maledon,4,2023-11-10,22-151,CHO,@,WAS,W 124-117,,16,2,5,0.4,2,4,0.5,0,1,,,,,,,,,,,,,,,,,,,
14853,Sandro Mamukelashvili,4,2024-01-24,24-246,SAS,,OKC,L 114-140,,5,2,3,0.667,2,2,1,0,1,,,,,,,,,,,,,,,,,,,
14854,Terance Mann,4,2023-12-18,27-061,LAC,@,IND,W 151-127,*,28,2,5,0.4,2,2,1,0,3,,,,,,,,,,,,,,,,,,,
14855,Terance Mann,4,2023-12-26,27-069,LAC,,CHO,W 113-104,*,20,1,4,0.25,1,3,0.333,0,1,,,,,,,,,,,,,,,,,,,
14856,Terance Mann,4,2024-03-04,27-138,LAC,@,MIL,L 106-113,*,19,1,4,0.25,1,4,0.25,0,0,,,,,,,,,,,,,,,,,,,
14857,Tre Mann,4,2023-12-11,22-311,OKC,,UTA,W 134-120,,13,2,6,0.333,2,5,0.4,0,1,,,,,,,,,,,,,,,,,,,
14858,Boban Marjanović,4,2023-10-27,35-073,HOU,@,SAS,L 122-126 (OT),,7,2,2,1,2,2,1,0,0,,,,,,,,,,,,,,,,,,,
14859,Naji Marshall,4,2023-11-29,25-309,NOP,,PHI,W 124-114,,19,1,4,0.25,0,1,0,1,3,,,,,,,,,,,,,,,,,,,
14860,Naji Marshall,4,2023-12-04,25-314,NOP,@,SAC,W 127-117,,13,1,3,0.333,1,1,1,0,2,,,,,,,,,,,,,,,,,,,
14861,Naji Marshall,4,2024-01-29,26-005,NOP,@,BOS,L 112-118,,19,2,3,0.667,2,2,1,0,1,,,,,,,,,,,,,,,,,,,
14862,Caleb Martin,4,2024-02-02,28-127,MIA,@,WAS,W 110-102,,29,2,6,0.333,2,4,0.5,0,2,,,,,,,,,,,,,,,,,,,
14863,Cody Martin,4,2024-01-20,28-114,CHO,,PHI,L 89-97,*,29,2,7,0.286,2,4,0.5,0,3,,,,,,,,,,,,,,,,,,,
14864,KJ Martin,4,2023-11-29,22-327,PHI,@,NOP,L 114-124,,17,2,4,0.5,2,3,0.667,0,1,,,,,,,,,,,,,,,,,,,
14865,KJ Martin,4,2023-12-15,22-343,PHI,,DET,W 124-92,,7,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14866,KJ Martin,4,2024-01-22,23-016,PHI,,SAS,W 133-123,,17,2,5,0.4,2,5,0.4,0,0,,,,,,,,,,,,,,,,,,,
14867,KJ Martin,4,2024-02-10,23-035,PHI,@,WAS,W 119-113,,23,2,3,0.667,2,3,0.667,0,0,,,,,,,,,,,,,,,,,,,
14868,Garrison Mathews,4,2024-01-20,27-088,ATL,,CLE,L 95-116,,14,1,3,0.333,0,0,,1,3,,,,,,,,,,,,,,,,,,,
